OBJECTID,Identificador del parque,Estrato,UPZ,Localidad,Estado Certificación,Clasificación del Parque,Nombre del Parque,Administración del Parque,Código Localidad,Código POT,coord_x,coord_y
1755,16-025,3,40,Puente Aranda,CERTIFICADO,Vecinal,BOCHICA CENTRAL,,16,,"-74,10825207528245","4,6027272576483345"
1768,16-107,3,40,Puente Aranda,CERTIFICADO,Vecinal,LAS CARABELAS II SECTOR,,16,,"-74,11610104129704","4,607743356566655"
1770,16-110,3,108,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN PENSILVANIA,,16,,"-74,09649137110861","4,615992383413259"
1773,16-031,3,43,Puente Aranda,CERTIFICADO,Vecinal,GORGONZOLA,,16,,"-74,12386739778896","4,617957252864812"
1791,09-307,2,76,Fontibon,CERTIFICADO,Vecinal,LA ESPERANZA,,9,,"-74,15260001349901","4,695020418589472"
1804,11-066,4,19,Suba,SIN CERTIFICAR,Vecinal,TIERRA LINDA,,11,,"-74,05833821149807","4,712009924706459"
1813,04-379,3,33,San Cristobal,CERTIFICADO,Vecinal,SANTA ANA SUR ETAPA I,,4,,"-74,08535703029222","4,575488425765357"
1814,04-381,3,33,San Cristobal,CERTIFICADO,Vecinal,SANTA ANA SUR ETAPA I,,4,,"-74,08200703428214","4,575546869500414"
1815,05-065,2,57,Usme,CERTIFICADO,Vecinal,SANTA LIBRADA LA SUREÑA,,5,,"-74,11035957279549","4,516748846530307"
1816,13-097,4,109,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE SECTOR III SM III-3, SM III-4, SM III-5, SM III-6, SM III-7 Y SM III-8",ASOBEL,13,,"-74,10059888675337","4,640841538897764"
1817,13-109,4,106,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESMERALDA (ANTES LOS URAPANES),JAC LA ESMERALDA,13,,"-74,08669307485135","4,646443495423007"
1824,08-163,2,82,Kennedy,CERTIFICADO,Bolsillo,PATIO BONITO II SECTOR,,8,,"-74,1625619365378","4,638022510834096"
1826,08-505,2,82,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO EL SAUCEDAL,,8,,"-74,1631812157809","4,635381099804376"
1828,08-508,3,47,Kennedy,CERTIFICADO,Bolsillo,LA GIRALDILLA,,8,,"-74,1665238384191","4,614537856436307"
1829,08-506,3,47,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 15,,8,,"-74,1642829662392","4,618494490160593"
1835,11-159,3,25,Suba,CERTIFICADO,Vecinal,DESARROLLO JULIO FLORES,,11,,"-74,07846840957957","4,688260037557775"
1837,11-190,5,24,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN LAGOS DE CÓRDOBA SECTOR CENTRAL,,11,,"-74,06806629183947","4,704028365141523"
1843,11-147,4,25,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN POTOSÍ II SECTOR,,11,,"-74,07871988665515","4,696418341049114"
1849,09-105,2,76,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN LA ALDEA,,9,,"-74,15158676551164","4,68990224827354"
1856,09-072,3,114,Fontibon,CERTIFICADO,Bolsillo,URBANIZACIÓN CAPELLANÍA I Y II ETAPA,,9,,"-74,13208098324003","4,669039633699327"
1870,11-1139,6,24,Suba,CERTIFICADO,Vecinal,TABOR,,11,,"-74,08296253362232","4,728584804393556"
1882,04-290,3,34,San Cristobal,CERTIFICADO,Vecinal,"URBANIZACIÓN SAN LUIS, URBANIZACIÓN MONTEBELLO",,4,,"-74,09230507635755","4,568912898637498"
1885,01-258,3,11,Usaquén,CERTIFICADO,Bolsillo,URBANIZACIÓN ALTA BLANCA,,1,,"-74,02549978739147","4,735889756559912"
1893,02-019,3,99,Chapinero,CERTIFICADO,Zonal Existente,SUCRE O HIPPIES,IDRD,2,PZ64,"-74,06199735462833","4,645407018716227"
1895,02-028,3,99,Chapinero,CERTIFICADO,Vecinal,CHAPINERO NORTE 1 (LOURDES),,2,,"-74,06167608474337","4,649493712523087"
1898,02-057,4,97,Chapinero,CERTIFICADO,Vecinal,QUINTA CAMACHO,,2,,"-74,0599173823939","4,654814557516013"
1903,01-188,3,11,Usaquén,CERTIFICADO,Bolsillo,AINSUCA,,1,,"-74,03155400076595","4,742548906971166"
1907,01-219,5,13,Usaquén,CERTIFICADO,Bolsillo,URBANIZACIÓN NUEVA AUTOPISTA II SECTOR,,1,,"-74,04709615639091","4,719778851542077"
1921,08-110,2,83,Kennedy,CERTIFICADO,Metropolitano Propuesto,EL PORVENIR (GIBRALTAR),,8,PM10,"-74,18081634765232","4,642848308216143"
1931,01-243,4,13,Usaquén,CERTIFICADO,Bolsillo,PREDIO JACARANDA LOTE 2,,1,,"-74,03991368776566","4,729195765065064"
1932,01-031,4,13,Usaquén,CERTIFICADO,Vecinal,NUEVA URBANIZACIÓN EL CEDRITO,,1,,"-74,03307038256753","4,723506508067073"
1939,07-080,2,85,Bosa,CERTIFICADO,Vecinal,"DESARROLLO GRANCOLOMBIANO 1 SECTOR, URBANIZACIÓN CIUDADELA ROBERTO PACHÓN",,7,,"-74,20190167721387","4,6110928712078145"
1945,10-561,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESPAÑOLA,,10,,"-74,10105300399412","4,704558047281328"
1947,11-1126,5,24,Suba,CERTIFICADO,Vecinal,BOSQUE DE GRATAMIRA,,11,,"-74,07114749035696","4,730120640471432"
1959,16-260,3,41,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,,16,,"-74,13017159883228","4,599451620270169"
1965,16-269,3,41,Puente Aranda,CERTIFICADO,Vecinal,MUZÚ I ETAPA,,16,,"-74,13219928507475","4,594483835783507"
1968,16-313,3,43,Puente Aranda,CERTIFICADO,Vecinal,INDUSTRIAL PUENTE ARANDA,,16,,"-74,10976605453979","4,623048126156089"
1974,11-036,3,18,Suba,CERTIFICADO,Vecinal,"DESARROLLO CANTALEJO, URBANIZACIÓN CANTALEJO MANZANA B LOTES 19 Y 20",,11,,"-74,05756883904237","4,742796038265116"
1984,10-228,3,29,Engativa,CERTIFICADO,Bolsillo,QUIRIGUA,,10,,"-74,10114402623944","4,709707038728089"
1987,08-552,2,81,Kennedy,CERTIFICADO,Zonal Existente,LAS MARGARITAS (GILMA JIMÉNEZ),IDRD,8,PZ82,"-74,17482507878066","4,623845183268482"
1991,08-265,3,45,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CARIMAGUA PRIMER SECTOR,,8,,"-74,14446976879927","4,609089034536759"
1998,05-056,1,59,Usme,CERTIFICADO,Vecinal,DESARROLLO ALFONSO LÓPEZ SECTOR BUENOS AIRES,,5,,"-74,10596022236268","4,496501721967463"
2003,05-437,1,61,Usme,CERTIFICADO,Bolsillo,LA MARÍA,,5,,"-74,12820462298251","4,47167504691944"
2004,03-061,2,96,Santa Fe,CERTIFICADO,Bolsillo,DESARROLLO ROCÍO CENTRO ORIENTAL,,3,,"-74,0686247151628","4,583941298166248"
2006,01-357,2,1,Usaquén,CERTIFICADO,Vecinal,CEMENTERIO JARDINES DE PAZ ARQUIDIÓCESIS DE BOGOTÁ,,1,,"-74,0315427686808","4,778696312486988"
2009,04-272,2,34,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN BARCELONA SUR ORIENTAL,,4,,"-74,10483550961824","4,5643691782412255"
2015,04-202,3,33,San Cristobal,SIN CERTIFICAR,Bolsillo,VILLA JAVIER (SANTA ANA),,4,,"-74,08681831841741","4,5785521899680965"
2017,11-113,4,25,Suba,CERTIFICADO,Zonal Existente,MORATO,IDRD,11,PZ87,"-74,072625252237","4,6972885516403995"
2020,08-776,2,81,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN GRAN BRITALI,,8,,"-74,17610048885473","4,619473649072763"
2031,16-276,3,40,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,,16,,"-74,12054294357736","4,605214025084242"
2032,16-277,3,40,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,,16,,"-74,1206625771645","4,6049518864330095"
2037,11-817,3,18,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN PINOS DE BRITALIA,,11,,"-74,05897477522555","4,751733248135228"
2038,11-818,6,2,Suba,CERTIFICADO,Vecinal,CORPORACIÓN UNIVERSITARIA DE CIENCIAS AGROPECUARIAS UDCA,,11,,"-74,0496281617746","4,798528048245153"
2041,11-164,2,28,Suba,CERTIFICADO,Vecinal,DESARROLLO CIUDAD HUNZA,,11,,"-74,08588950038867","4,720458769941849"
2045,15-017,3,38,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN SAN ANTONIO DE PADUA,,15,,"-74,09395025635877","4,5897617171534915"
2048,15-030,3,38,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN LA FRAGUITA,,15,,"-74,09745437362719","4,59339342896462"
2049,15-031,3,35,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN FUCHA (CIUDAD BERNA),,15,,"-74,09156281056553","4,584194441281338"
2059,14-072,3,102,Martires,CERTIFICADO,Vecinal,URBANIZACIÓN LA 14,,14,,"-74,08685222577698","4,619254666550164"
2062,13-009,3,107,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN ACEVEDO TEJADA,JAC ACEVEDO TEJADA,13,,"-74,0812017310117","4,630654778421194"
2073,13-073,3,100,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN GALERÍAS,,13,,"-74,07546288424331","4,6418342769579475"
2074,13-082,4,106,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESMERALDA (ANTES LOS URAPANES),JAC LA ESMERALDA,13,,"-74,0948139689873","4,64975394420571"
2076,13-128,4,100,Teusaquillo,CERTIFICADO,Escenario Deportivo,UNIDAD DEPORTIVA EL CAMPIN (SECTOR COLISEO EL CAMPIN),IDRD,13,,"-74,07728687300352","4,649261465177053"
2077,13-122,4,100,Teusaquillo,CERTIFICADO,Escenario Deportivo,UNIDAD DEPORTIVA EL CAMPIN (ESTADIO NEMESIO CAMACHO EL CAMPIN),IDRD,13,,"-74,07755257130836","4,645904666327398"
2078,13-035,4,106,Teusaquillo,CERTIFICADO,Vecinal,BARRIO SAN MARINO,,13,,"-74,07940076876716","4,64850013661413"
2086,13-133,4,109,Teusaquillo,CERTIFICADO,Bolsillo,"URBANIZACIÓN CIUDAD SALITRE CUARTA ETAPA SECTOR 11 SM (1, 2, 4, 5, 7, 8)",,13,,"-74,10215566085256","4,646163095883873"
2103,12-046,4,21,Barrios Unidos,CERTIFICADO,Vecinal,URBANIZACIÓN LOS ANDES II Y III SECTOR,,12,,"-74,07045177885624","4,686155228943845"
2104,12-036,4,22,Barrios Unidos,CERTIFICADO,Vecinal,BARRIO POPULAR DEL NORTE (MODELO NORTE),,12,,"-74,08010216795111","4,665101163976719"
2105,12-054,4,98,Barrios Unidos,CERTIFICADO,Vecinal,URBANIZACIÓN VIRREY SOLÍS,,12,,"-74,06145332411248","4,6768730433447105"
2118,18-409,2,54,Rafael Uribe,CERTIFICADO,Bolsillo,URBANIZACIÓN LOS MOLINOS I SECTOR,,18,,"-74,10984840489851","4,556292307301808"
2120,19-690,1,67,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO BELLA FLOR,,19,,"-74,15890647784767","4,5454037924787976"
2124,12-103,3,22,Barrios Unidos,CERTIFICADO,Bolsillo,SAN FERNANDO,,12,,"-74,08015182726918","4,6715828519633416"
2134,11-114,4,25,Suba,CERTIFICADO,Vecinal,PONTEVEDRA II SECTOR,,11,,"-74,07992185361572","4,6992780648609"
2140,11-170,4,25,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN ANTIGUO MORATO NO. 2,,11,,"-74,07422510818972","4,6975658312242246"
2145,11-1107,6,3,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN EL TORREÓN ETAPA I,,11,,"-74,03661914610556","4,814143258031117"
2146,11-139,3,18,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN SAN PEDRO,,11,,"-74,0633252954853","4,752029332460472"
2149,11-181,6,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LAS PLEYADES,,11,,"-74,08211640416799","4,70830037067532"
2150,11-182,4,24,Suba,CERTIFICADO,Vecinal,LAS VILLAS PRIMER SECTOR,,11,,"-74,07167365652592","4,716019196561643"
2151,11-183,4,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LAS VILLAS SEGUNDO SECTOR,,11,,"-74,06989654589961","4,71779919104309"
2152,11-184,3,24,Suba,CERTIFICADO,Vecinal,LAS VILLAS III SECTOR,,11,,"-74,06873844636934","4,713752775515231"
2159,11-178,4,25,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN POTOSÍ II SECTOR,,11,,"-74,0780958342138","4,69539484011236"
2162,11-079,3,25,Suba,CERTIFICADO,Vecinal,BARRIO SANTA ROSA,,11,,"-74,07549404904628","4,6970924097644495"
2163,11-321,3,18,Suba,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL CAMINOS DE ALTANIA,,11,,"-74,05037085471554","4,749291042899793"
2164,11-326,2,27,Suba,CERTIFICADO,Metropolitano Existente,MIRADOR DE LOS NEVADOS,SDA,11,PM26,"-74,07981710421453","4,742302514172813"
2166,11-225,4,24,Suba,CERTIFICADO,Bolsillo,LAS VILLAS PRIMER SECTOR,,11,,"-74,07336504856029","4,717661099918095"
2168,11-228,3,24,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN VIVARAL,,11,,"-74,06223957501408","4,716827212288755"
2169,11-235,5,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN OCALES DE NIZA,,11,,"-74,07273574411863","4,7124852537767445"
2174,11-290,2,28,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN EL JORDÁN NO. 1,,11,,"-74,08823714497578","4,7203329674051435"
2183,11-358,2,28,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN ALTAMAR,,11,,"-74,09152955313708","4,717336290231707"
2194,11-306,2,27,Suba,INVESTIGADO NO CERTIFICADO,Vecinal,TUNA ALTA SECT. EL BOSQUE Y SECT. BELLA VISTA,,11,,"-74,0780068911192","4,750736610392773"
2195,11-307,2,28,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LA MANUELITA,,11,,"-74,08879035986709","4,723887148382467"
2201,11-058,3,23,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN BURGOS (BRITALIA),,11,,"-74,06714269661578","4,746070895489465"
2204,11-369,2,28,Suba,CERTIFICADO,Vecinal,CONJUNTO ALTOS DEL RINCÓN,,11,,"-74,08590049486943","4,723218697104828"
2208,11-581,5,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN IBERIA,,11,,"-74,06657763788661","4,720370873833023"
2209,11-583,5,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LA COLINA CAMPESTRE,,11,,"-74,06551690450416","4,722672223532044"
2210,11-329,3,18,Suba,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL LOS PORTALES DEL NORTE III,,11,,"-74,06034768754225","4,750910255706897"
2215,10-110,3,72,Engativa,INVESTIGADO NO CERTIFICADO,Vecinal,EL CORTIJO,,10,,"-74,11925347127584","4,725286893539307"
2225,09-015,3,75,Fontibon,CERTIFICADO,Vecinal,LA SOLEDAD,,9,,"-74,14743242069113","4,669567668450859"
2227,10-260,3,73,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN ÁLAMOS NORTE,,10,,"-74,11483137145763","4,7043232681262985"
2228,10-268,3,73,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN EL MORTIÑO,,10,,"-74,1238923790387","4,712880412199952"
2232,11-863,5,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LA COLINA CAMPESTRE III SECTOR,,11,,"-74,0672698958142","4,727679975398711"
2233,11-1136,3,27,Suba,CERTIFICADO,Vecinal,"PINAR DE LA FONTANA ETAPAS 1,2,3,Y 4",,11,,"-74,08940029887702","4,749988634279449"
2237,10-025,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN SAN JORGE NORTE,,10,,"-74,09964216390779","4,709152412145492"
2244,10-090,3,29,Engativa,INVESTIGADO NO CERTIFICADO,Vecinal,LA PALESTINA,,10,,"-74,09327789162312","4,698010631172027"
2245,10-166,3,30,Engativa,CERTIFICADO,Vecinal,SANTA MARÍA DEL LAGO,,10,,"-74,09209178262228","4,693405385536854"
2256,11-964,5,27,Suba,CERTIFICADO,Vecinal,AGRUPACIÓN RESIDENCIAL SUBA,,11,,"-74,0848212269969","4,745135236052953"
2263,09-102,4,114,Fontibon,CERTIFICADO,Vecinal,MODELIA SECTOR D,,9,,"-74,12549105235937","4,670474285727931"
2276,10-664,3,73,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN TIERRAGRATA,,10,,"-74,11981479166596","4,703236244413729"
2289,19-402,1,69,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO URBANIZACIÓN LAS HUERTAS,,19,,"-74,17825349142682","4,590274537404789"
2291,07-322,2,85,Bosa,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESPERANZA,,7,,"-74,20755377861602","4,610599001354215"
2295,08-276,3,48,Kennedy,CERTIFICADO,Vecinal,"URBANIZACIÓN BERTA HERNÁNDEZ OSPINA, URBANIZACIÓN PRADOS DE KENNEDY",,8,,"-74,17317443342924","4,60731039770746"
2296,08-478,3,47,Kennedy,CERTIFICADO,Vecinal,SINAÍ,,8,,"-74,16439628287324","4,6157604431899815"
2297,08-481,2,82,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN RECODO Y PETALUMA,,8,,"-74,16665034052488","4,637283521808542"
2304,01-565,4,9,Usaquén,SIN CERTIFICAR,Vecinal,URBANIZACIÓN ANDALUCÍA,,1,,"-74,03389599764486","4,76882895579264"
2309,19-444,1,67,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO ALTOS DE JALISCO,,19,,"-74,13923286512815","4,558448464729045"
2317,11-365,2,71,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN NUEVA TIBABUYES ETAPA II Y III,,11,,"-74,10733825956808","4,733762578250165"
2331,10-193,3,30,Engativa,CERTIFICADO,Vecinal,LA SALINA,,10,,"-74,11321094363574","4,699290357399504"
2341,10-023,3,31,Engativa,CERTIFICADO,Vecinal,"URBANIZACIÓN LOS MONJES , URBANIZACIÓN SANTA CECILIA",,10,,"-74,11342706481837","4,678277090923524"
2342,10-518,3,26,Engativa,SIN CERTIFICAR,Vecinal,LA MARCELA,,10,,"-74,08784772035938","4,6762351224379834"
2345,10-099,2,74,Engativa,CERTIFICADO,Vecinal,DESARROLLO VILLA GLADYS,,10,,"-74,13520989262975","4,70494645372831"
2346,10-288,3,72,Engativa,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDADELA COLSUBSIDIO SECTORES II, III IV Y V",,10,,"-74,11174722781348","4,720663193461654"
2348,10-069,3,73,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LOS ÁLAMOS II SECTOR,,10,,"-74,11878750076491","4,697331603570074"
2355,10-017,2,73,Engativa,CERTIFICADO,Vecinal,DESARROLLO BOSQUES DE MARIANA,,10,,"-74,12413989813714","4,707595633942714"
2360,10-186,3,73,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LOS ÁNGELES PRIMER SECTOR,,10,,"-74,12071873848859","4,699349569280511"
2365,10-229,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN QUIRIGUA,,10,,"-74,10045211191742","4,709229990659767"
2375,10-043,3,26,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LA BONANZA I SECTOR,JAC LA BONANZA,10,,"-74,0919536670965","4,688773456519927"
2376,10-071,3,30,Engativa,CERTIFICADO,Vecinal,ALMERÍA,,10,,"-74,10399751979871","4,696143699618252"
2381,10-151,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LA ESPAÑOLA,,10,,"-74,09477346484945","4,705335293089943"
2387,10-142,2,74,Engativa,CERTIFICADO,Bolsillo,DESARROLLO LA CABAÑA,,10,,"-74,1364525721373","4,712683952870792"
2391,08-689,2,80,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO VILLA DE LA LOMA,,8,,"-74,1670100169815","4,627551428684006"
2392,09-283,4,114,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN MODELIA SECTOR E,,9,,"-74,12486199450524","4,660518374122635"
2400,11-902,3,19,Suba,CERTIFICADO,Bolsillo,CONJUNTO RESIDENCIAL NUEVO HORIZONTE,,11,,"-74,05855917460009","4,718716944702171"
2402,11-904,3,19,Suba,CERTIFICADO,Vecinal,"CONJUNTO RESIDENCIAL SAUCES DEL NORTE, AGRUPACIÓN DE VIVIENDA CALÚA, AGRUPACIÓN DE VIVIENDA CARIGUA",,11,,"-74,05767490761954","4,721549267606726"
2410,19-534,1,68,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO FLORIDA SUR ALTO,,19,,"-74,14957089211516","4,537351836417339"
2412,10-109,3,30,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN MARATU,,10,,"-74,11432826683864","4,698552373421764"
2415,10-342,3,29,Engativa,CERTIFICADO,Bolsillo,LA ESPAÑOLA II,,10,,"-74,09946145790693","4,702427676682877"
2417,10-349,3,26,Engativa,CERTIFICADO,Vecinal,BONANZA,JAC LA BONANZA,10,,"-74,09432932205246","4,687109314775359"
2418,07-181,2,85,Bosa,CERTIFICADO,Vecinal,"DESARROLLO ISLANDIA TERCER SECTOR, ISLANDIA",,7,,"-74,19709591277686","4,617598671576401"
2421,19-597,1,68,Ciudad Bolivar,CERTIFICADO,Vecinal,URBANIZACIÓN TORRELI,,19,,"-74,14308495425419","4,538433223832298"
2434,06-021,2,42,Tunjuelito,CERTIFICADO,Vecinal,PARCELACIÓN CLARET,,6,,"-74,13740820352979","4,587438355826134"
2448,02-038,6,97,Chapinero,CERTIFICADO,Vecinal,URBANIZACIÓN CHICO NORTE 2 SECTOR 1 ETAPA Y 2 ETAPA,,2,,"-74,05517104465704","4,6841232437980285"
2449,02-039,6,97,Chapinero,CERTIFICADO,Vecinal,URBANIZACIÓN CHICO NORTE III SECTOR,FUNDACION FORJA,2,,"-74,05162135360848","4,683390024157592"
2454,04-416,2,50,San Cristobal,CERTIFICADO,Vecinal,ALTOS DEL VIRREY I ETAPA,,4,,"-74,07985910314902","4,541369927599142"
2458,11-341,5,23,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN COLPATRIA SANTA HELENA II SECTOR,,11,,"-74,06363282518882","4,732573472275638"
2468,01-311,1,11,Usaquén,CERTIFICADO,Vecinal,DESARROLLO CERROS NORTE,,1,,"-74,02054181915008","4,7334919195106"
2476,01-309,2,10,Usaquén,CERTIFICADO,Bolsillo,URBANIZACIÓN LA MARÍA,,1,,"-74,0230644389357","4,755101343276619"
2480,07-336,2,85,Bosa,CERTIFICADO,Bolsillo,DESARROLLO EL LLANO SECTOR EL FANDIÑO,,7,,"-74,20014596131357","4,60488619247575"
2482,11-037,4,17,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN VILLA DEL PRADO,,11,,"-74,05500929535447","4,757566458198854"
2483,11-038,4,17,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN VILLA DEL PRADO,,11,,"-74,05053436471609","4,755432638435687"
2484,11-039,4,17,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN VILLA DEL PRADO,,11,,"-74,0481791253224","4,753992673952771"
2488,12-147,4,98,Barrios Unidos,CERTIFICADO,Vecinal,URBANIZACIÓN COLOMBIANA DE CAPITALIZACIÓN II SECTOR,,12,,"-74,06093006264601","4,67121669683263"
2490,11-932,6,24,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LAS PLEYADES,,11,,"-74,08271725447304","4,706329861904864"
2494,01-368,4,10,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN LA GRANJA ORIENTAL II SECTOR,,1,,"-74,03041183061143","4,749329352321652"
2496,02-173,6,88,Chapinero,CERTIFICADO,Bolsillo,URBANIZACIÓN CHICO ALTO,,2,,"-74,04141870902299","4,669307954144683"
2498,05-036,2,58,Usme,CERTIFICADO,Vecinal,MARICHUELA,,5,,"-74,11897522260816","4,506828161213498"
2501,11-952,5,2,Suba,CERTIFICADO,Vecinal,PARQUE CEMENTERIO LA RESURRECCIÓN,,11,,"-74,05194923239898","4,784187208625333"
2533,11-982,5,20,Suba,CERTIFICADO,Vecinal,PUNTO 116 DE LA URBANIZACIÓN ILARCO,,11,,"-74,06914570209497","4,699592873257755"
2541,11-615,5,19,Suba,CERTIFICADO,Vecinal,EL CANÓDROMO,,11,,"-74,05488055644362","4,70781678883967"
2545,11-856,4,27,Suba,CERTIFICADO,Vecinal,"URBANIZACIÓN CONJUNTO RESIDENCIAL MIRADORES DE SUBA, URBANIZACIÓN AGRUPACIÓN LA BELLA SUBA",,11,,"-74,08729678449393","4,745471319301506"
2561,10-117,2,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN BACHUÉ PRIMERA ETAPA,,10,,"-74,09994594494162","4,716978440466995"
2566,10-480,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN QUIRIGUA,,10,,"-74,0999464767443","4,711605053977824"
2573,19-361,1,67,Ciudad Bolivar,SIN CERTIFICAR,Zonal Existente,TANQUE EL VOLADOR,,19,PZ75,"-74,15432611284271","4,546571043683344"
2577,19-561,1,69,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO EL CERRO DEL DIAMANTE,,19,,"-74,1760069481825","4,583157582016539"
2579,10-456,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN QUIRIGUA,,10,,"-74,1057130652853","4,7093339674698615"
2601,10-359,2,74,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN AVENIDA EL MIRADOR II,,10,,"-74,13589666589338","4,707190324866591"
2603,13-167,4,106,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN PABLO VI I Y II ETAPA,,13,,"-74,08822167733408","4,64920883609785"
2604,19-629,3,69,Ciudad Bolivar,CERTIFICADO,Vecinal,PARQUE INDUSTRIAL METROSUR II ETAPA,,19,,"-74,1684766154975","4,595260008140791"
2642,09-125,2,77,Fontibon,CERTIFICADO,Metropolitano Existente,ZONA FRANCA (PM-16),IDRD,9,PM16,"-74,1656355945968","4,669893616892285"
2645,09-245,3,115,Fontibon,CERTIFICADO,Vecinal,OFIR,,9,,"-74,1319624738945","4,684601199466705"
2646,08-097,3,46,Kennedy,CERTIFICADO,Vecinal,VISIÓN DE COLOMBIA,JUNTA DE ACCION COMUNAL DEL BARRIO VISION,8,,"-74,13440365735718","4,652397437675241"
2647,08-063,2,48,Kennedy,CERTIFICADO,Bolsillo,CONJUNTO BUENAVISTA,,8,,"-74,17718489419238","4,611857136723302"
2656,13-168,4,106,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN PABLO VI I Y II ETAPA,,13,,"-74,08616930898084","4,65069720739009"
2657,13-169,4,106,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN PABLO VI I Y II ETAPA,,13,,"-74,08590874095458","4,650140168272362"
2662,09-326,2,77,Fontibon,SIN CERTIFICAR,Vecinal,SABANAGRANDE_1,,9,,"-74,15653133223645","4,6677720884741305"
2666,03-150,2,96,Santa Fe,CERTIFICADO,Vecinal,DESARROLLO LOS LACHES,,3,,"-74,06538297512762","4,5841468913861"
2672,08-011,2,48,Kennedy,CERTIFICADO,Vecinal,UNIDAD VECINAL PASTRANA,,8,,"-74,15927061938041","4,615577209001122"
